Gene,true_log2_fc,sparsity_g1,sparsity_g2,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Gene1654,0,0.919678714859438,0.940552016985138,0.36371992311821,0.208148611129632,0.08,0.059,1
Gene1655,0,0.987951807228916,0.993630573248408,0.349288621631104,0.749767999895644,0.012,0.006,1
Gene1656,0,0.837349397590361,0.83864118895966,0.98256594013606,0.123434633742728,0.163,0.161,1
Gene1657,0,0.783132530120482,0.834394904458599,0.117865609808282,0.215367628399049,0.217,0.166,1
Gene1658,-3.55419765394883,0.801204819277108,0.208067940552017,6.29138534888312e-111,-3.39000457509622,0.199,0.792,2.2497994007606e-107
Gene1659,0,0.943775100401606,0.961783439490446,0.217578977628487,0.421983857374742,0.056,0.038,1
Gene1660,0,0.921686746987952,0.940552016985138,0.180845699014461,0.543905327445549,0.078,0.059,1
Gene1661,-4.03218921019487,0.945783132530121,0.526539278131635,1.67399106222285e-50,-3.58473698071619,0.054,0.473,5.98619203850889e-47
Gene1662,0,0.755020080321285,0.830148619957537,0.00272216735440858,0.695744096297741,0.245,0.17,1
Gene1663,0,0.865461847389558,0.859872611464968,0.709597446128026,-0.38089425914788,0.135,0.14,1
Gene1664,0,0.955823293172691,0.951167728237792,0.891570223209522,0.325084475133933,0.044,0.049,1
Gene1665,0,0.704819277108434,0.777070063694268,0.00651739388342282,0.587803235050697,0.295,0.223,1
Gene1666,0,0.959839357429719,0.966029723991507,0.83720108783455,-0.357121277292155,0.04,0.034,1
Gene1667,0,0.953815261044177,0.961783439490446,0.475905836383957,0.450122921457392,0.046,0.038,1
Gene1668,0,0.969879518072289,0.976645435244161,,,,,
Gene1669,0,0.979919678714859,0.980891719745223,0.915677932097883,-0.117468592538054,0.02,0.019,1
Gene1670,-2.92001038498134,0.710843373493976,0.184713375796178,1.43480686069582e-92,-2.74341202324561,0.289,0.815,5.13086933384824e-89
Gene1671,0,0.839357429718876,0.878980891719745,0.030433766840514,0.713581265702423,0.161,0.121,1
Gene1672,0,0.931726907630522,0.91932059447983,0.477494303794201,-0.10554994988449,0.068,0.081,1
Gene1673,0,0.847389558232932,0.904458598726115,0.00684337070801696,0.672683502238257,0.153,0.096,1
Gene1674,0,0.959839357429719,0.951167728237792,,,,,
Gene1675,0,0.881526104417671,0.89171974522293,0.934235334139554,-0.121743443443301,0.118,0.108,1
Gene1676,0,0.959839357429719,0.959660297239915,0.892047079178007,-0.145947771040569,0.04,0.04,1
Gene1677,0,0.652610441767068,0.651804670912951,,,,,
Gene1678,0,0.959839357429719,0.957537154989384,0.781794879755831,-0.280718925431024,0.04,0.042,1
Gene1679,-2.99669183790868,0.903614457831325,0.560509554140127,2.08571459653868e-35,-2.55135778142667,0.096,0.439,7.45851539722232e-32
Gene1680,1.16248719059521,0.829317269076305,0.929936305732484,2.85177403260236e-06,1.3317173171563,0.171,0.07,0.010197943940586
Gene1681,0,0.823293172690763,0.808917197452229,0.793207694472089,0.108095644205662,0.177,0.191,1
Gene1682,0,0.945783132530121,0.968152866242038,0.0520070037866272,1.51748323409617,0.054,0.032,1
Gene1683,0,0.969879518072289,0.991507430997877,0.0129631366143942,1.99458666788796,0.03,0.008,1
Gene1684,2.6697676704374,0.881526104417671,0.983014861995754,1.0009206851768e-10,3.51542193647465,0.118,0.017,3.57929237019224e-07
Gene1685,0,0.855421686746988,0.893842887473461,0.0494793743949659,0.663332923011003,0.145,0.106,1
Gene1686,0,0.951807228915663,0.961783439490446,0.465500256100503,0.295804335056424,0.048,0.038,1
Gene1687,0,0.881526104417671,0.902335456475584,0.354638556590746,0.144163117141185,0.118,0.098,1
Gene1688,0,0.863453815261044,0.906581740976645,0.0292504877804291,0.68643970502456,0.137,0.093,1
Gene1689,-2.90757881684279,0.847389558232932,0.45859872611465,4.95224805103782e-40,-2.2493312691492,0.153,0.541,1.77092390305112e-36
Gene1690,0,0.873493975903615,0.900212314225053,0.130263594038711,0.427883326482045,0.127,0.1,1
Gene1691,0,0.865461847389558,0.895966029723992,0.0959033855171192,0.648546566011384,0.135,0.104,1
Gene1692,0,0.985943775100402,0.985138004246284,0.648987969426211,-1.21537157071456,0.014,0.015,1
Gene1693,0,0.873493975903615,0.898089171974522,0.131620690849911,0.732686658164149,0.127,0.102,1
Gene1694,0,0.955823293172691,0.9723991507431,0.231762048263168,0.566246082838192,0.044,0.028,1
Gene1695,0,0.897590361445783,0.89171974522293,,,,,
Gene1696,0,0.945783132530121,0.966029723991507,0.168867932105171,0.624678581417314,0.054,0.034,1
Gene1697,1.18519697484463,0.538152610441767,0.772823779193206,1.5976997614677e-17,1.505640509589,0.462,0.227,5.71337434700849e-14
Gene1698,0.786730919028183,0.885542168674699,0.938428874734607,0.00119693718855001,1.53330729848573,0.114,0.062,1
Gene1699,0,0.867469879518072,0.878980891719745,0.465834422566608,0.368060777586376,0.133,0.121,1
Gene1700,-2.51046841930641,0.897590361445783,0.613588110403397,6.4408789516814e-27,-2.60476543615242,0.102,0.386,2.30325831312127e-23
Gene1701,0,0.953815261044177,0.957537154989384,0.505113675786697,0.622167837068566,0.046,0.042,1
Gene1702,1.02605582805613,0.757028112449799,0.868365180467091,1.03506901139436e-05,0.722549625004743,0.243,0.132,0.0370140678474623
Gene1703,0,0.84136546184739,0.893842887473461,0.0127921194286526,0.666950210417984,0.159,0.106,1
Gene1704,0,0.803212851405623,0.830148619957537,0.198958718168623,0.278472487708865,0.197,0.17,1
Gene1705,-1.88642800795061,0.811244979919679,0.564755838641189,1.78140825628697e-17,-1.34647821903015,0.189,0.435,6.37031592448219e-14
Gene1706,0.474355272778945,0.825301204819277,0.885350318471338,0.00771261967043024,0.589201199572641,0.175,0.115,1
Gene1707,0.989046964018269,0.941767068273092,0.976645435244161,0.00372681016845045,1.78521308178411,0.058,0.023,1
Gene1708,0,0.692771084337349,0.760084925690021,0.0032613581236772,0.716817860174261,0.307,0.24,1
Gene1709,-0.827851886639687,0.887550200803213,0.828025477707007,0.0100703719244444,-0.5780902804377,0.112,0.172,1
Gene1710,0,0.947791164658635,0.953290870488323,0.922617322400342,-0.72324080043311,0.052,0.047,1
Gene1711,0,0.889558232931727,0.921443736730361,0.102762496772703,0.129519037548444,0.11,0.079,1
Gene1712,-1.11095452039834,0.815261044176707,0.700636942675159,7.23230999068967e-05,-0.731438099677923,0.185,0.299,0.258627405267063
Gene1713,0,0.783132530120482,0.800424628450106,0.524736062585629,0.131562216408357,0.217,0.2,1
Gene1714,0,0.949799196787149,0.940552016985138,0.926094810255253,0.575399495107009,0.05,0.059,1
Gene1715,-2.68696407074849,0.971887550200803,0.800424628450106,7.89510456323116e-16,-2.48715894666426,0.028,0.2,2.82328939181146e-12
Gene1716,0,0.789156626506024,0.821656050955414,0.152639946053907,0.378567227249474,0.211,0.178,1
Gene1717,0,0.879518072289157,0.895966029723992,0.551643540679361,-0.144703513636492,0.12,0.104,1
Gene1718,0,0.929718875502008,0.936305732484076,,,,,
Gene1719,0,0.941767068273092,0.938428874734607,0.78199162880911,-0.25520497222093,0.058,0.062,1
Gene1720,0,0.937751004016064,0.929936305732484,0.606979620749704,-0.167707311434335,0.062,0.07,1
Gene1721,0,0.913654618473896,0.906581740976645,0.798878527257505,0.103711688949303,0.086,0.093,1
Gene1722,-2.72669794047762,0.891566265060241,0.632696390658174,1.1753848697574e-22,-2.21760870552674,0.108,0.367,4.20317629425246e-19
Gene1723,0,0.973895582329317,0.983014861995754,0.166630078245588,1.90882022013318,0.026,0.017,1
Gene1724,0,0.853413654618474,0.883227176220807,0.165537865788585,0.49777830546228,0.147,0.117,1
Gene1725,-0.745855693544979,0.973895582329317,0.957537154989384,0.2336415500449,-0.383764597549106,0.026,0.042,1
Gene1726,0,0.917670682730924,0.940552016985138,0.0949337713166514,0.811848983875641,0.082,0.059,1
Gene1727,0,0.98995983935743,1,0.0255763172014994,6.5263932254462,0.01,0,1
Gene1728,0,0.975903614457831,0.970276008492569,0.284582811740178,-1.73374278438117,0.024,0.03,1
Gene1729,0,0.905622489959839,0.940552016985138,0.0615069193022489,0.586519351186243,0.094,0.059,1
Gene1730,0,0.77710843373494,0.808917197452229,0.139516982054162,0.352931430316351,0.223,0.191,1
Gene1731,0,0.885542168674699,0.893842887473461,,,,,
Gene1732,0,0.751004016064257,0.753715498938429,,,,,
Gene1733,0,0.93574297188755,0.957537154989384,0.198537590108163,0.550684655117988,0.064,0.042,1
Gene1734,0,0.853413654618474,0.889596602972399,0.0831296641569823,0.504931413677441,0.147,0.11,1
Gene1735,3.14958242496534,0.885542168674699,0.989384288747346,1.38985234675383e-11,4.18083896244614,0.114,0.011,4.97011199199168e-08
Gene1736,0,0.859437751004016,0.900212314225053,0.0615657481244147,0.390523888921569,0.141,0.1,1
Gene1737,0,0.859437751004016,0.872611464968153,,,,,
Gene1738,0,0.909638554216867,0.91932059447983,0.252361934005191,0.597107930716219,0.09,0.081,1
Gene1739,0,0.769076305220884,0.789808917197452,0.358245774811921,0.409278636545163,0.231,0.21,1
Gene1740,0,0.905622489959839,0.925690021231422,0.347439797509497,0.35873089504573,0.094,0.074,1
Gene1741,-3.07169777054138,0.973895582329317,0.86411889596603,2.0941742712386e-10,-2.69654094950771,0.026,0.136,7.48876719394925e-07
Gene1742,0,0.969879518072289,0.983014861995754,0.139288777256201,1.68124655268278,0.03,0.017,1
Gene1743,0,0.604417670682731,0.696390658174098,0.000908907439858658,0.510136000709866,0.396,0.304,1
Gene1744,0,0.941767068273092,0.9723991507431,0.0457249909670984,0.496617756966754,0.058,0.028,1
Gene1745,0,0.821285140562249,0.861995753715499,0.242670455128223,-0.202002175630036,0.179,0.138,1
Gene1746,3.02774828614098,0.987951807228916,1,0.0155547533010039,5.76252082722966,0.012,0,1
Gene1747,0,0.811244979919679,0.866242038216561,0.0188348478362044,0.505479952638827,0.189,0.134,1
Gene1748,3.03124144145143,0.883534136546185,0.985138004246284,2.61383967406183e-10,2.91504382285794,0.116,0.015,9.34709067444509e-07
Gene1749,0,0.726907630522088,0.789808917197452,0.0106342200203288,0.454508362380042,0.273,0.21,1
Gene1750,0,0.983935742971888,0.980891719745223,,,,,
Gene1751,1.29128428653845,0.957831325301205,0.983014861995754,0.0461451917944818,0.458573158569853,0.042,0.017,1
Gene1752,0,0.710843373493976,0.766454352441614,0.0458225289390446,0.314751928982078,0.289,0.234,1
Gene1753,0,0.845381526104418,0.83864118895966,0.610620140248443,-0.325057441026316,0.155,0.161,1
Gene1754,0,0.662650602409639,0.713375796178344,0.0408637869213546,0.484824690998771,0.337,0.287,1
Gene1755,0,0.939759036144578,0.961783439490446,0.0836117692268348,0.955038453333413,0.06,0.038,1
Gene1756,0,0.983935742971888,0.985138004246284,0.940408661915933,0.200170707155278,0.016,0.015,1
Gene1757,0,0.919678714859438,0.940552016985138,0.161005999642196,0.812322975865579,0.08,0.059,1
Gene1758,0,0.847389558232932,0.89171974522293,0.02303682581771,0.749121652536386,0.153,0.108,1
Gene1759,0,0.891566265060241,0.895966029723992,,,,,
Gene1760,0,0.977911646586345,0.974522292993631,0.461585772199368,-1.04110089026467,0.022,0.025,1
Gene1761,0,0.971887550200803,0.978768577494692,0.414062217774542,0.669395648498676,0.028,0.021,1
Gene1762,0,0.905622489959839,0.917197452229299,,,,,
Gene1763,0,0.991967871485944,0.989384288747346,0.836596381685536,0.119998502229961,0.008,0.011,1
Gene1764,0,0.907630522088353,0.906581740976645,0.873475478046562,0.197261680231295,0.092,0.093,1
Gene1765,-2.85158170572988,0.863453815261044,0.422505307855626,4.10734145777778e-55,-2.99083186467203,0.137,0.577,1.46878530530133e-51
Gene1766,0,0.773092369477912,0.808917197452229,0.0928922272311427,0.512529107812867,0.227,0.191,1
Gene1767,-3.45423785934944,0.963855421686747,0.75583864118896,1.69903965009084e-20,-3.00235278903355,0.036,0.244,6.07576578872486e-17
Gene1768,0,0.93574297188755,0.9447983014862,0.382913763572403,0.901289114687901,0.064,0.055,1
Gene1769,0,0.791164658634538,0.859872611464968,0.00398346608818793,0.752438759415051,0.209,0.14,1
Gene1770,0,0.801204819277108,0.828025477707007,,,,,
Gene1771,0,0.963855421686747,0.976645435244161,0.116999292076062,1.44957721485006,0.036,0.023,1
Gene1772,1.24863984167675,0.606425702811245,0.802547770700637,2.19450918459191e-14,1.70289914490898,0.394,0.197,7.84756484410069e-11
Gene1773,2.7086380131909,0.853413654618474,0.978768577494692,2.26253605842879e-12,3.1294408391532,0.147,0.021,8.09082894494135e-09
Gene1774,0,0.837349397590361,0.883227176220807,0.0284588794556657,0.687460987799256,0.163,0.117,1
Gene1775,0,0.885542168674699,0.923566878980892,0.0239945192785398,0.966506691153857,0.114,0.076,1
Gene1776,0,0.911646586345381,0.921443736730361,0.624411452995522,-0.447770334264182,0.088,0.079,1
Gene1777,0,0.865461847389558,0.889596602972399,0.184077902044838,0.769334863863946,0.135,0.11,1
Gene1778,0,0.831325301204819,0.823779193205945,,,,,
Gene1779,0,0.965863453815261,0.9723991507431,0.556385707613003,0.386793102907847,0.034,0.028,1
Gene1780,0,0.732931726907631,0.768577494692145,0.0633991499786909,0.529306035160562,0.267,0.231,1
Gene1781,0,0.839357429718876,0.847133757961784,,,,,
Gene1782,0,0.98995983935743,0.989384288747346,0.839727742292746,-0.364886037734215,0.01,0.011,1
Gene1783,0,0.795180722891566,0.861995753715499,0.00228364803222709,0.696511303822495,0.205,0.138,1
Gene1784,0,0.869477911646586,0.915074309978769,0.0197029305591677,0.81682043672965,0.131,0.085,1
Gene1785,3.35997681427514,0.895582329317269,0.995753715498939,9.00520679571705e-12,5.2947162665698,0.104,0.004,3.22026195014842e-08
Gene1786,0,0.91566265060241,0.91932059447983,0.511731667295805,0.505711091963878,0.084,0.081,1
Gene1787,0,0.955823293172691,0.951167728237792,0.952895099400969,0.224235710900434,0.044,0.049,1
Gene1788,0,0.805220883534137,0.861995753715499,0.019309882745258,0.517566130744595,0.195,0.138,1
Gene1789,-0.939555299004644,0.855421686746988,0.815286624203822,0.058648619456102,-0.51285074153941,0.145,0.185,1
Gene1790,3.65779818947491,0.947791164658635,1,5.77570987081002e-07,8.56199983470672,0.052,0,0.00206539384980166
Gene1791,0,0.993975903614458,0.993630573248408,,,,,
Gene1792,0,0.883534136546185,0.912951167728238,0.0975642114485335,0.559496084911569,0.116,0.087,1
Gene1793,0,0.668674698795181,0.685774946921444,,,,,
Gene1794,0.820830020967782,0.881526104417671,0.9447983014862,0.00019151426061137,1.43333096438409,0.118,0.055,0.684854995946261
Gene1795,0,0.927710843373494,0.929936305732484,0.852259155404489,-0.403983678413232,0.072,0.07,1
Gene1796,0,0.971887550200803,0.9723991507431,0.603105105002809,-1.18950309191779,0.028,0.028,1
Gene1797,0,0.883534136546185,0.872611464968153,0.538594220632403,-0.106818779922152,0.116,0.127,1
Gene1798,0,0.883534136546185,0.89171974522293,0.93756096905804,-0.379438640511965,0.116,0.108,1
Gene1799,0,0.793172690763052,0.845010615711253,0.0577506038469094,0.321691111894158,0.207,0.155,1
Gene1800,0,0.943775100401606,0.940552016985138,0.800312075291065,-0.127199072227572,0.056,0.059,1
Gene1801,0,0.977911646586345,0.983014861995754,0.561870060275567,0.300886962498725,0.022,0.017,1
Gene1802,0,0.955823293172691,0.961783439490446,0.437648886032898,0.590929193505998,0.044,0.038,1
Gene1803,0,0.877510040160643,0.906581740976645,0.17694699045025,0.143697094784318,0.122,0.093,1
Gene1804,3.05042737677743,0.897590361445783,0.997876857749469,4.3189003807906e-12,5.7133818130606,0.102,0.002,1.54443877617072e-08
Gene1805,0,0.853413654618474,0.855626326963907,,,,,
Gene1806,0,0.865461847389558,0.902335456475584,0.0615643251989568,0.707881931214049,0.135,0.098,1
Gene1807,0,0.813253012048193,0.840764331210191,,,,,
Gene1808,0,0.945783132530121,0.953290870488323,0.619501102177975,0.134277342099419,0.054,0.047,1
Gene1809,0,0.967871485943775,0.963906581740977,0.74513805691682,0.123283112979249,0.032,0.036,1
Gene1810,0,0.801204819277108,0.861995753715499,0.00594250437801256,0.845010223134513,0.199,0.138,1
Gene1811,0,0.927710843373494,0.955414012738854,0.140229282416673,0.480382790567255,0.072,0.045,1
Gene1812,0,0.903614457831325,0.900212314225053,0.832955722977558,0.230772993337032,0.096,0.1,1
Gene1813,0,0.883534136546185,0.938428874734607,0.00146515041244641,1.17882197480197,0.116,0.062,1
Gene1814,0,0.889558232931727,0.91932059447983,0.0595825728457431,0.948137787924072,0.11,0.081,1
Gene1815,0,0.887550200803213,0.938428874734607,0.00135697037501731,1.36895812053861,0.112,0.062,1
Gene1816,0,0.93574297188755,0.953290870488323,0.0791789994457423,1.40683171030974,0.064,0.047,1
Gene1817,0,0.869477911646586,0.893842887473461,0.25963474381696,0.269219736800647,0.131,0.106,1
Gene1818,0,0.839357429718876,0.859872611464968,0.306579802405583,0.261091021796824,0.161,0.14,1
Gene1819,1.14832412817283,0.598393574297189,0.81104033970276,5.77928971268995e-15,1.54991334952743,0.402,0.189,2.06667400125793e-11
Gene1820,0,0.961847389558233,0.959660297239915,0.969917220634477,0.175952885912393,0.038,0.04,1
Gene1821,1.15657863097463,0.771084337349398,0.908704883227176,1.94107304454609e-10,1.91676791247763,0.229,0.091,6.94127720729681e-07
Gene1822,0,0.889558232931727,0.912951167728238,0.285336371130314,0.1472628674022,0.11,0.087,1
Gene1823,3.44220649669432,0.965863453815261,0.995753715498939,0.000887280331111449,2.50188624800607,0.034,0.004,1
Gene1824,0,0.983935742971888,0.987261146496815,0.839035427033579,-0.305516340158162,0.016,0.013,1
Gene1825,0,0.771084337349398,0.798301486199575,0.233012891389125,0.343212837048932,0.229,0.202,1
Gene1826,0,0.863453815261044,0.851380042462845,0.440762679414581,-0.283185824734437,0.137,0.149,1
Gene1827,3.25513230868969,0.865461847389558,0.991507430997877,5.02941496759799e-14,3.9465174178129,0.135,0.008,1.79851879241304e-10
Gene1828,0,0.957831325301205,0.966029723991507,0.813483606146836,-0.119675330393443,0.042,0.034,1
Gene1829,0,0.963855421686747,0.970276008492569,,,,,
Gene1830,0,0.963855421686747,0.963906581740977,0.941428644898117,0.112275710336066,0.036,0.036,1
Gene1831,0,0.941767068273092,0.963906581740977,0.0684797641727957,1.12821312344555,0.058,0.036,1
Gene1832,0,0.883534136546185,0.932059447983015,0.015745713045313,0.579329473006753,0.116,0.068,1
Gene1833,-3.21018890374486,0.951807228915663,0.662420382165605,3.71855041473446e-30,-3.28754134233021,0.048,0.338,1.32975362830904e-26
Gene1834,0,0.819277108433735,0.83651804670913,0.279508610441062,0.59903440936604,0.181,0.163,1
Gene1835,0,0.931726907630522,0.961783439490446,0.0208092704339948,1.25147359753971,0.068,0.038,1
Gene1836,0,0.875502008032129,0.872611464968153,0.8206264921069,0.120450729891594,0.124,0.127,1
Gene1837,0,0.875502008032129,0.908704883227176,0.0860053215289226,0.501214892538772,0.124,0.091,1
Gene1838,0,0.809236947791165,0.817409766454352,,,,,
Gene1839,0,0.993975903614458,0.997876857749469,,,,,
Gene1840,0,0.991967871485944,0.989384288747346,0.850162588466471,0.328261232368591,0.008,0.011,1
Gene1841,0,0.953815261044177,0.951167728237792,0.852911660155323,0.37202598922173,0.046,0.049,1
Gene1842,0,0.811244979919679,0.83651804670913,0.216134703808993,0.27399248464135,0.189,0.163,1
Gene1843,0,0.831325301204819,0.815286624203822,0.512586154212084,-0.210891206371023,0.169,0.185,1
Gene1844,0,0.815261044176707,0.861995753715499,0.0686743559183553,0.266309969693209,0.185,0.138,1
Gene1845,0,0.967871485943775,0.987261146496815,0.0667459465123789,0.459792829978725,0.032,0.013,1
Gene1846,0,0.973895582329317,0.959660297239915,,,,,
Gene1847,0.741990696407539,0.855421686746988,0.91932059447983,0.000917382434710663,1.1661679571896,0.145,0.081,1
Gene1848,-2.59501711090495,0.943775100401606,0.766454352441614,1.19845640182041e-14,-2.33885345460835,0.056,0.234,4.2856800929098e-11
Gene1849,0,0.855421686746988,0.853503184713376,0.853240190332705,0.213371836520783,0.145,0.146,1
Gene1850,0,0.959839357429719,0.963906581740977,0.676702495679351,0.511549115183078,0.04,0.036,1
Gene1851,0,0.847389558232932,0.861995753715499,0.327726893729394,0.460519944266359,0.153,0.138,1
Gene1852,0,0.985943775100402,0.991507430997877,0.464796910228002,0.852102159058594,0.014,0.008,1
Gene1853,0,0.905622489959839,0.917197452229299,0.377128267649974,0.341342841972633,0.094,0.083,1
Gene1854,0,0.927710843373494,0.910828025477707,0.753264290418814,0.206734632791405,0.072,0.089,1
Gene1855,-1.41230917030698,0.933734939759036,0.887473460721868,0.00838050059604984,-0.861364033953708,0.066,0.113,1
Gene1856,-2.94951720921735,0.993975903614458,0.976645435244161,0.0211451369974364,-2.48308515833349,0.006,0.023,1
Gene1857,0,0.893574297188755,0.927813163481953,0.0305876809812598,1.13311339852301,0.106,0.072,1
Gene1858,0.915940036825061,0.891566265060241,0.951167728237792,0.000241143568205572,1.53224083714515,0.108,0.049,0.862329399903127
Gene1859,0,0.91566265060241,0.917197452229299,,,,,
Gene1860,0,0.929718875502008,0.923566878980892,0.950066404163189,0.431490011477673,0.07,0.076,1
Gene1861,2.97965320753399,0.961847389558233,0.991507430997877,0.0181306431786848,0.494209612372897,0.038,0.008,1
Gene1862,1.30375302981366,0.789156626506024,0.912951167728238,3.98281852643942e-08,1.34048961080901,0.211,0.087,0.000142425590505474
Gene1863,0,0.853413654618474,0.859872611464968,0.745597293810981,0.160196393707234,0.147,0.14,1
Gene1864,0,0.879518072289157,0.895966029723992,0.423863429278128,0.322579758755635,0.12,0.104,1
Gene1865,0,0.897590361445783,0.902335456475584,,,,,
Gene1866,0,0.692771084337349,0.677282377919321,0.319268906374152,-0.202379960612787,0.307,0.323,1
Gene1867,0,0.907630522088353,0.912951167728238,0.670377504306804,0.233495898705389,0.092,0.087,1
Gene1868,0,0.813253012048193,0.845010615711253,0.161705856657473,0.404600626771802,0.187,0.155,1
Gene1869,2.90283783479389,0.963855421686747,0.997876857749469,0.000509970635394454,1.90500571999579,0.036,0.002,1
Gene1870,0,0.945783132530121,0.961783439490446,0.124812632874048,0.969634876539749,0.054,0.038,1
Gene1871,0,0.694779116465863,0.749469214437367,0.0317067646476169,0.476412246180374,0.305,0.251,1
Gene1872,0,0.93574297188755,0.963906581740977,0.071742693740097,0.664228852180855,0.064,0.036,1
Gene1873,0,0.805220883534137,0.849256900212314,0.0596874440942512,0.442369305486064,0.195,0.151,1
Gene1874,0,0.979919678714859,0.985138004246284,0.481001936712317,0.752667330759464,0.02,0.015,1
Gene1875,0,0.967871485943775,0.987261146496815,0.0333033060771966,1.81981677974702,0.032,0.013,1
Gene1876,0,0.785140562248996,0.808917197452229,0.286364923078828,0.352581770228277,0.215,0.191,1
Gene1877,0,0.819277108433735,0.815286624203822,,,,,
Gene1878,0,0.899598393574297,0.887473460721868,0.543035130222981,-0.250977189426485,0.1,0.113,1
Gene1879,-0.555908958946249,0.859437751004016,0.832271762208068,,,,,
Gene1880,0,0.578313253012048,0.670912951167728,0.00223906311504106,0.389772937529657,0.422,0.329,1
Gene1881,0,0.86144578313253,0.876857749469215,0.377472082975061,0.446991987335849,0.139,0.123,1
Gene1882,0,0.596385542168675,0.632696390658174,0.155436968430392,0.217471097182801,0.404,0.367,1
Gene1883,-1.01083137029164,0.955823293172691,0.957537154989384,0.819700014233762,0.114660307581107,0.044,0.042,1
Gene1884,0,0.887550200803213,0.927813163481953,0.0236274369070135,0.85297241043409,0.112,0.072,1
Gene1885,0,0.79718875502008,0.849256900212314,0.00659610641475684,0.945765372291403,0.203,0.151,1
Gene1886,0,0.911646586345381,0.91932059447983,,,,,
Gene1887,0,0.993975903614458,0.991507430997877,,,,,
Gene1888,-1.20999775136516,0.959839357429719,0.921443736730361,0.00686518138150686,-1.04352892219312,0.04,0.079,1
Gene1889,0,0.92570281124498,0.923566878980892,0.946921308590042,0.15619514023207,0.074,0.076,1
Gene1890,0,0.911646586345381,0.902335456475584,0.579450976545862,-0.308234789123666,0.088,0.098,1
Gene1891,0,0.734939759036145,0.787685774946922,0.0493647161482587,0.433012761194549,0.265,0.212,1
Gene1892,0,0.821285140562249,0.849256900212314,0.257654467906113,0.194613481157366,0.179,0.151,1
Gene1893,0,0.907630522088353,0.921443736730361,0.455765451832865,0.379499079328633,0.092,0.079,1
Gene1894,0,0.821285140562249,0.86411889596603,0.0483395304571366,0.667935329031399,0.179,0.136,1
Gene1895,0,0.568273092369478,0.596602972399151,0.333928543369422,0.110371284336373,0.432,0.403,1
Gene1896,0,0.855421686746988,0.883227176220807,0.197322256185248,0.587103637724493,0.145,0.117,1
Gene1897,0,0.847389558232932,0.857749469214437,0.399256981303623,0.435191243386088,0.153,0.142,1
Gene1898,-0.917972300608156,0.975903614457831,0.940552016985138,0.00502733520440496,-1.32058392929963,0.024,0.059,1
Gene1899,0,0.568273092369478,0.588110403397028,0.365747465682278,0.204576460314854,0.432,0.412,1
Gene1900,0,0.959839357429719,0.966029723991507,0.50487278125682,0.569605119571621,0.04,0.034,1
Gene1901,0,0.740963855421687,0.794055201698514,0.0288793752127116,0.622424662192883,0.259,0.206,1
Gene1902,0,0.951807228915663,0.970276008492569,0.0807311491305581,1.18704146955058,0.048,0.03,1
Gene1903,0,0.873493975903615,0.908704883227176,0.136517172157127,0.303147212414179,0.127,0.091,1
Gene1904,0,0.825301204819277,0.842887473460722,0.315551180112272,0.522804156235609,0.175,0.157,1
Gene1905,0,0.785140562248996,0.81104033970276,0.562981254675618,-0.188202510128798,0.215,0.189,1
Gene1906,0,0.919678714859438,0.957537154989384,0.014605977951597,0.883959225267495,0.08,0.042,1
Gene1907,-1.62632430550642,0.957831325301205,0.915074309978769,0.0131228636353719,-0.967660071082185,0.042,0.085,1
Gene1908,0,0.757028112449799,0.791932059447983,0.103524429714389,0.333287836640139,0.243,0.208,1
Gene1909,0,0.835341365461847,0.86411889596603,0.216854790786637,0.269279869215844,0.165,0.136,1
Gene1910,2.88207853119353,0.78714859437751,0.985138004246284,2.93083949934078e-22,4.15068252930866,0.213,0.015,1.04806820496426e-18
Gene1911,0,0.91566265060241,0.932059447983015,0.110522643858609,1.2288059417614,0.084,0.068,1
Gene1912,0,0.853413654618474,0.874734607218684,0.19329666070642,0.334453209189854,0.147,0.125,1
Gene1913,0,0.881526104417671,0.908704883227176,0.100846800472856,0.543097576898036,0.118,0.091,1
Gene1914,0,0.939759036144578,0.9447983014862,0.679501080650641,0.405065783608762,0.06,0.055,1
Gene1915,0,0.803212851405623,0.847133757961784,0.0540953169183895,0.435316103371288,0.197,0.153,1
Gene1916,-0.767795923622959,0.975903614457831,0.961783439490446,,,,,
Gene1917,-1.36666474806217,0.993975903614458,0.987261146496815,0.488153472799506,0.612386801127711,0.006,0.013,1
Gene1918,0,0.933734939759036,0.942675159235669,0.700931400624899,0.127086221163224,0.066,0.057,1
Gene1919,2.91216357239498,0.945783132530121,0.995753715498939,3.51720734537651e-06,4.65764519403362,0.054,0.004,0.0125775334670664
Gene1920,-1.03848827667921,0.967871485943775,0.9447983014862,0.0851997618579722,-0.773995264019554,0.032,0.055,1
Gene1921,0,0.849397590361446,0.840764331210191,0.665342008343881,-0.170317384095586,0.151,0.159,1
Gene1922,1.14894975542001,0.929718875502008,0.959660297239915,0.0127060405990765,1.5306206789887,0.07,0.04,1
Gene1923,0,0.953815261044177,0.938428874734607,0.231524153504282,-0.652230428303038,0.046,0.062,1
Gene1924,0,0.889558232931727,0.910828025477707,0.148557091696302,0.585181379084418,0.11,0.089,1
Gene1925,0,0.979919678714859,0.985138004246284,0.565016994304274,0.261171128246967,0.02,0.015,1
Gene1926,0,0.923694779116466,0.917197452229299,,,,,
Gene1927,0,0.909638554216867,0.934182590233546,0.17401302931133,0.626353430232862,0.09,0.066,1
