,logFC,logCPM,F,PValue,FDR
HSPA9,-0.47541834854009096,7.252941148249459,9.425166966444666,0.00688391313529516,0.020427335717870105
HAUS1,-0.5338286686317345,5.878158772182413,9.341154836948917,0.007100808268033378,0.020950430495293902
AMZ2,-0.5346953034729809,6.183997544973667,9.307285294005235,0.0071838150500615665,0.021175150076133856
PDE4B,-0.5655574587957357,6.456386124720448,9.284421710333861,0.0072395803870809,0.02127628956411321
KIAA0020,-0.6008400313432125,5.5140096570716395,9.285971222846255,0.007245624943643078,0.02127628956411321
CCT8,-0.35302676826656,8.036547727167836,9.275243910827406,0.007254382071119235,0.021281812805795292
SNX5,-0.6928724315564189,5.822125559524675,9.268084992157169,0.0072892254893473845,0.02136256590586449
SEC62,-0.3136358793059132,8.389227417836347,9.2586698255224,0.007295713138125611,0.02136256590586449
PPIA,-0.3187302607100637,8.468904481841232,9.239323221457768,0.007345423422632914,0.021483266829266587
SLC25A39,-0.5491369585732903,6.360675129934041,9.240469146374963,0.0073508173092708615,0.021483266829266587
POLR2G,-0.44990047705317887,7.061829275266771,9.194141575148098,0.007469900815891766,0.021810700967155677
CHCHD10,-0.5043052723740038,6.11789034838917,9.162610738213262,0.007557879684685633,0.02204395585454148
DNAJB11,-0.7034504666593043,6.202248813853479,9.14775604126457,0.0075995263181759636,0.02212656063476445
BAG6,-0.5827608491138967,5.779119850958801,9.0973390640101,0.007729563018215416,0.02244183634275489
PSMB4,-0.4359196606971851,6.674727617024385,9.031782694389198,0.00791179770181363,0.02286369177134751
FDFT1,-0.615234654843553,6.127950607213827,8.919115512355539,0.00824648762106478,0.023720147943490238
C19orf10,-0.5067045713139293,7.187400266962673,8.825976823257147,0.008514149699409732,0.024399345666364
SNX3,-0.3116356486325913,8.516887281736901,8.812413819219774,0.008551228094774406,0.024482933351828665
SSRP1,-0.5299493992988616,6.251089154351241,8.775277612610617,0.008679684434425461,0.02474391983759667
TADA3,-0.6920083174809325,5.642426371668375,8.769501020653728,0.008682357655453951,0.02474391983759667
RNH1,-0.42636599525934016,7.2419212477366,8.761666389163366,0.008711637554417583,0.024804524591464965
KATNBL1,-0.6802809009885636,5.403132626198409,8.734150876739962,0.008771426652576624,0.024951806516291038
ANXA7,-0.3447829577895809,7.753872529672642,8.711830429121553,0.008868592288196078,0.025158838801069533
ACAT1,-0.6101363346830128,5.347549288480326,8.70237776112459,0.008925031929010823,0.025272620146650045
HNRNPC,-0.3483552404807491,8.191808735213371,8.679079704626904,0.008972651573032765,0.025384238225353205
CCR7,-0.5371708315145641,10.554201909218975,8.60276907071255,0.009223571647829061,0.025951776590937222
CDC123,-0.3859613595749484,6.956266194113509,8.528287144670117,0.009479987928362592,0.026586954461980197
BAX,-0.4290305075033667,7.259392444285086,8.52737045828353,0.009483682625533485,0.026586954461980197
SF3B4,-0.4352767125256266,6.561355393993541,8.518915981023044,0.009521912899009005,0.02666997323297092
TXNDC17,-0.5452173206430785,6.3180276773939275,8.49278019625493,0.009615222654263409,0.02685840624092532
TM2D3,-0.6568275300388461,6.133677963610084,8.42172770863087,0.009845355072646824,0.027426979252783007
DUSP4,-0.8419439357487581,7.111170337387415,8.361298647250909,0.010078209914878273,0.0280252108594324
VPS37B,-0.6931650977901224,5.89574021036419,8.168713687807038,0.010837642520900425,0.029868658595001613
FLAD1,-0.5608127483023589,5.515915735122759,8.163765565370468,0.010848390034147988,0.029871678964135253
PSMB9,-0.311076906673953,9.043080574498896,8.158248376228183,0.010858504238121349,0.029872951659542735
VPS36,-0.6984222292071957,5.433351516333578,8.081981389495127,0.011106966305058658,0.030502272150981852
RAD23A,-0.4133392106104932,7.222825158599792,8.043952552647514,0.011336580328656486,0.03107678892447347
GEMIN6,-0.6021367367837186,5.3319939849779185,8.033293149991177,0.011346291271294029,0.03107678892447347
MRPS12,-0.44846612486614934,6.937749987905891,7.980353919620117,0.011612980743640861,0.03172301447622989
U2AF1,-0.2752835881002397,8.698751268966953,7.892848329147911,0.01198983312781023,0.03257992408303131
SPG21,-0.4211097582704428,7.113208168029603,7.853890057068301,0.012170669007461438,0.033013339682816084
CD2BP2,-0.42660195195121414,6.6434876417769155,7.837996986140502,0.012249878613058068,0.03314106145753035
NDUFA13,-0.31633414123497855,7.9371883295974,7.805306162506922,0.012392601215386831,0.0334686743120613
EBAG9,-0.53714009503275,6.045758527999362,7.7720691425345025,0.012566537864806118,0.03384441001056533
C3orf38,-0.577595252464748,5.412806429101894,7.748995488252994,0.012575467370646246,0.03384441001056533
PRPF40A,-0.3569258454643944,7.0880785769850725,7.7277812090232505,0.01277175872363319,0.034313014973649934
STRAP,-0.43743959019241324,7.46220308361705,7.667271910739559,0.013065242737798556,0.03504066401515297
TPM4,-0.4940170543014194,6.558415161784225,7.660280089145388,0.013096841770525303,0.03509500024223014
EIF4A3,-0.35179004301400496,7.377017412905303,7.641755167653953,0.013187101835054312,0.0352757823504694
PDHA1,-0.4593606830167254,6.240450044435835,7.546501619863974,0.01368879932788671,0.03642891996544228
PSMD3,-0.5560028347282758,5.724897658134162,7.52570885368802,0.013783336567311483,0.036617533627321064
HDAC1,-0.40432931044054715,6.453979236090551,7.44141929938203,0.014252129381761607,0.037830480648844055
ENY2,-0.3432274472929481,7.177204247449631,7.390491333030847,0.014524030412677195,0.038445060442845944
ARL1,-0.5349614130509902,5.533197636710091,7.3511235522193505,0.01463616858163548,0.038650974198090285
FKBP1A,-0.3186448163990243,8.155347400634332,7.366551850347525,0.014652347517191197,0.038660712332230826
NIFK,-0.4305774718216623,6.778739982508246,7.3629010450312125,0.01468411121174541,0.03871151976179902
HNRNPDL,-0.3302889209774329,8.467962264666372,7.316830004896485,0.014935932784386556,0.0392416909742584
MIS18BP1,-0.7251684397791489,5.3798357089149125,7.246081763965932,0.015206496622418178,0.0398173494470256
SMARCC1,-0.6122466987203551,5.716041967973162,7.263311603591374,0.015242471303592246,0.03987780953898394
PSMC4,-0.38162397564096273,7.3801156278445115,7.241358193889575,0.015382452474377027,0.04021004257449062
FARSA,-0.6041769573466269,5.744963136235735,7.20637107525474,0.015557893789159583,0.04060006853073264
PUF60,-0.337849906651968,7.2013076519295405,7.1682772458699135,0.015835304113178197,0.0412267644759166
SDHB,-0.35945729357794004,6.993824975750785,7.166960460271696,0.01583800418800156,0.0412267644759166
PNO1,-0.5867654050656004,5.719271853531485,7.155159736959786,0.01593380368247235,0.041382024669653426
CPSF3L,-0.555338256891189,5.770131923257157,7.151701977056609,0.015937762005242936,0.041382024669653426
TRMT13,-0.6050932081392578,5.3168386526804285,7.0991946226901685,0.01621500146136668,0.042031348009154
SNAPIN,-0.4286907192809895,6.09375389346105,7.0910939754570395,0.01632946022561896,0.042221954384536915
TNIP1,-0.565800920089871,5.879644136720924,7.085783515683343,0.01636772277558922,0.04225029357001554
TRIM22,-0.5959080567740469,5.449306299359488,7.077824328373151,0.01641861598981712,0.04229363214739406
THEMIS2,-0.592684641150668,5.230845449407483,7.170099000647209,0.016443059716077412,0.042303632436624765
RCN2,-0.5252649794560373,6.235963850615344,7.0597738035105,0.016527699491892978,0.042486071368279706
FAM136A,-0.5435388475624167,5.5785070176895175,7.046956821666134,0.01662971056091139,0.04271282505063963
MCTS1,-0.5563584651308295,6.0595607165154695,7.033021637911337,0.01669549299100984,0.04284622786664632
BAG1,-0.46087966029182614,6.200574476905701,7.0133568713198,0.016839188397859185,0.043179194773300886
DPP7,-0.40976624167287945,6.67285949018833,6.9855414697608005,0.01701097240810455,0.04354752655341901
PSMB3,-0.2953097765684217,8.45102120746629,6.952963825197981,0.01721854582419244,0.04400611009568588
TIMM17B,-0.4886271221349282,6.209955924244831,6.938808325385378,0.0173339145291529,0.044227918769767706
EIF3L,-0.32445747409043335,8.266303788327793,6.9120827656538175,0.01749892916952734,0.044612179390187086
C12orf44,-0.47457058890855486,5.826228659821028,6.901823008235996,0.017597972851955176,0.044827758005597754
COA4,-0.5030353568087053,6.248240537775278,6.868757255570354,0.017822408003027694,0.04525049447856498
DUT,-0.3837938181279346,7.750892718971278,6.851982657482307,0.017921003635319958,0.045463529714192846
BCAP31,-0.34410612785284367,7.371951177569274,6.830974573773635,0.018074879653070277,0.045778848221155896
PSMA3,-0.346370008865563,7.30871440293076,6.802873369313314,0.01828060790020126,0.046224249551571
DCPS,-0.5896827637712766,5.406340042311046,6.795545673381422,0.01836117832444074,0.046390079113587016
POMP,-0.35414688548899614,7.53281703014159,6.785094089887158,0.018406289657292168,0.04646612274822126
CAT,-0.5005705523134518,6.190137662820122,6.758558236602835,0.01861140509207264,0.04679309403733941
VPS35,-0.4046198496033318,6.732483657265324,6.755507838239761,0.018634876396491418,0.04681407666164038
CIB1,-0.2481057959351822,8.91289151738661,6.749676007871267,0.018664255011418704,0.0468498534147128
FAM46C,-0.6167592927321631,5.57934721462364,6.726882269995349,0.018875138598946482,0.04730247284513309
MAP2K3,-0.5859785230997815,5.7991928031153765,6.691747636266375,0.019129607577320868,0.04778542005795649
POLD4,-0.4328602116742493,7.120055828256488,6.6740380127057435,0.01924788593170646,0.04804210238599314
COMMD1,-0.5440306103994543,6.067860019769701,6.652563804747719,0.019427826777090262,0.04829648504023643
PRPF19,-0.5288182139644949,5.743777249620981,6.619676115833828,0.019650343890225113,0.04881044489586414
RPL18A,-0.23639601043817526,12.863001941329458,6.587433214677854,0.019917585789488913,0.049434585419782025
SEPT7,-0.2746074194443126,9.067956712393322,6.579006783168106,0.019985815739194716,0.04956418246218562
SEC13,-0.4506366461026351,5.868902749418195,6.556973722198606,0.020155563451702416,0.049905175106415185
MRPS26,-0.37085236968250007,6.75257849019435,6.553298520929912,0.020201991616439,0.049980147124603275
