,logFC,logCPM,F,PValue,FDR
NCOA4,0.48334963419510385,6.364607795120023,8.614268434297015,0.00920479913532634,0.025923250100110994
UQCR10,0.36042034405068607,8.298075883069266,8.608765637566641,0.009205057143787393,0.025923250100110994
OAT,0.7086445674834972,5.376452495509417,8.527177106211829,0.00925761770436698,0.026023911712094283
BEX4,0.5479103049450257,6.595815814255959,8.532500449103292,0.009451108347089758,0.026543720811472597
MRPL10,0.6490130462929585,5.686189662594582,8.436424393989512,0.009563257429333352,0.026761556730367744
TDP2,0.6124419347395478,5.582687555910041,8.437406577056814,0.009591285574145403,0.026815744220397487
PIH1D1,0.49556986698021904,6.434996178646628,8.457743992797159,0.009676785903902484,0.02700599853253218
RPS25,0.26864575163938764,11.254342393366239,8.43492136074571,0.009805604995177247,0.02734085356763386
CD53,0.36745193314332897,8.56081212054527,8.374399890104781,0.010026486777131922,0.027906453754697212
SIRT7,0.6059642227390305,5.900703567464444,8.351387605865611,0.010103041161655602,0.02805437923544616
RPL17,0.31463742195427363,9.243339175892995,8.352524236190275,0.010106828060588843,0.02805437923544616
PPIL4,0.6098020215094911,5.811429368460618,8.322358102209497,0.010151302753218249,0.028152582456281793
FKBP8,0.4693481729217323,7.081931602925902,8.335028465556624,0.01018638278296661,0.0282245789733945
TRAF3IP3,0.6207870084057866,7.431048735284355,8.299496586134119,0.010314744100062568,0.02855468067056677
SKP1,0.3069898606427496,9.641266804450584,8.286128532507874,0.010356737997311249,0.028645311976477496
MRPL1,0.5576819809835977,5.767886401748003,8.216640313868536,0.010582138601667785,0.02924260622514446
HIST1H4C,0.5312391175355192,6.130039724629517,8.198090476203056,0.010726959996678814,0.029616361453809924
RILPL2,0.5624810479133832,6.577918360280099,8.173791299948034,0.01080999748889932,0.02981902159371069
CEP57,0.5855687730790259,6.427170416770428,8.116933231550187,0.011006777446213256,0.030253975307309083
MAGEH1,0.705482658977732,5.627874223600903,8.036090949717702,0.01120619721745944,0.030747500344004405
IL2RG,0.31655492409016,8.963013656775944,7.990081320603105,0.011560910295165146,0.03163662012691081
WBP2,0.5451468817459436,6.152811512574601,7.986399859553426,0.011592029549253837,0.03169375570224437
RBM3,0.3816014567380241,7.381941081484097,7.970638050101731,0.011653766272748948,0.031806355038940026
GYG1,0.5813121527148636,5.7763711901259915,7.914805671432023,0.011875168871885403,0.03236171072476886
ZNF331,0.563007122202839,6.394651278124097,7.921704764514273,0.011889279818815397,0.03236171072476886
IL10RA,0.5420252870643877,6.809490032588748,7.91832315942464,0.011894845631122133,0.03236171072476886
RPL30,0.2738723979935859,11.662952114032477,7.912948139743883,0.011899071665520827,0.03236171072476886
WDR33,0.522616611983265,6.504530063798674,7.889994743283426,0.012021509487709598,0.03263734374075544
S100A4,0.8155487642643344,6.973479028160271,7.850955500915749,0.012202096373721376,0.03306960444541827
PGRMC2,0.6303986242357489,5.671106820074078,7.8296251863512945,0.01223857250208781,0.033139441727000674
PFKFB3,0.7011917560206569,5.63864220736689,7.770124336933766,0.012379834427072649,0.03346339524173786
RNF34,0.582128748839642,6.060503653844549,7.780184732512126,0.012496094621655044,0.03370942489290169
TSC22D4,0.49524741510081016,6.199844661305298,7.779154021120297,0.012503528199370322,0.03370942489290169
RPL10,0.2388675185232572,13.657126522166472,7.738327618811233,0.01270907435814878,0.034174270320130734
YME1L1,0.5883792407294115,5.5444363030505635,7.684090589002908,0.012923370961073441,0.034690228208605636
G3BP2,0.4661035982609547,6.866947596766476,7.6487651792625755,0.013162700882417883,0.03524096819297867
RDH11,0.5830390163298211,6.134025411466709,7.638754078457295,0.013210150833916736,0.03530692299738541
SAR1B,0.5013388198419964,6.093948134974955,7.595196024154767,0.013339808482313725,0.03562269823361603
GPR18,0.684896997360573,5.587715359052486,7.484772108882185,0.013500554387319055,0.03602087571444179
ANKRD12,0.28438564961703405,8.468549597963861,7.576532529466646,0.013517041391623666,0.03603380112581847
ARL2BP,0.48712974828205824,6.862302624728492,7.577090583620524,0.013535155584803114,0.03605103832613222
MAPRE1,0.3857280270540504,6.878662352789113,7.540572218391305,0.013720933463844434,0.036483066211854404
PSMD6,0.4064035893276463,7.009583429434929,7.436309965306036,0.014277098435056873,0.037864284195802074
TAF1D,0.38029179345331693,6.978262231087331,7.406967682801962,0.014437619754600738,0.0382572201545285
ZNF430,0.7277126183637356,5.5693481060361165,7.374740674900153,0.014536159133827121,0.038445060442845944
GSPT1,0.4738488349515497,6.826761416492713,7.388183083416201,0.014545772464805365,0.038445060442845944
HIGD2A,0.4219009955060736,7.811491166422237,7.3438053302594755,0.014788113511422358,0.03895252027051251
ORMDL1,0.4186661828628407,7.246346834212926,7.342211896496928,0.014800904213711608,0.03895305998421549
TAOK3,0.6291084928833848,5.861791528843366,7.336981606223155,0.014834677082077545,0.03900877278592184
TMOD3,0.7130296197569718,5.690694261759911,7.292833101429772,0.014962108682512411,0.03927712160506863
C11orf58,0.26473314811447995,8.663969623452322,7.303629297662205,0.015012975266661963,0.03937725292399896
UXS1,0.575989285034853,6.226837930968004,7.260455641345414,0.015200601554723898,0.0398173494470256
NCBP2-AS2,0.5283749495907916,6.309782346335655,7.208036406820166,0.01540595972723997,0.04023750662937359
XRN1,0.5647829135384962,5.9681709173707205,7.169176857005566,0.01582349887032128,0.0412267644759166
LYRM5,0.6622112934888644,5.6433551712249646,7.118294440328049,0.01588978584789382,0.041326795965740654
MBIP,0.614174633335058,5.354139912657608,7.1017248363130765,0.01605897602339814,0.04166180284360205
ATF4,0.4049340672738659,6.661038600762397,7.105279875717602,0.016241968261797576,0.04206601821779372
DUSP11,0.3886599408744217,6.951338078677865,7.101936434610885,0.016258461914841208,0.042073528115747105
METTL9,0.36041181852990223,7.038691834222972,7.08451305332054,0.016364661833228968,0.04225029357001554
NECAP2,0.5935131827221205,6.856285734179934,7.079624206275916,0.016403194870423694,0.04229363214739406
DUSP2,0.7678079731750119,8.316862949836276,7.072994054824092,0.01642550754157275,0.04229363214739406
SRP9,0.31901922188185905,7.951635238602811,6.990708378524188,0.016967263036325623,0.0434715886568111
THUMPD1,0.5151996451897347,5.849051870116261,6.959731605798918,0.017089129060637913,0.043711449952623424
MAPKAPK5-AS1,0.7553525279773329,5.553713023201188,6.840364214688586,0.01726697466367717,0.04409347077894459
ATG12,0.41379755363773496,6.479468173609602,6.886663240922826,0.01768563116022508,0.045014003652053144
ZFAND2B,0.7246690163554697,5.386815595743902,6.786820681251174,0.017749745246939445,0.04514006700022809
PPBP,0.9918002799261607,7.724025138608046,6.87497126969046,0.01777331969350455,0.04516291005861788
PNKD,0.5429130077601751,5.862355739956812,6.821297235146668,0.01806867089296706,0.045778848221155896
RPL32,0.24145220373889464,12.980513209774392,6.824203435702731,0.0181179441127214,0.04585039822475284
RNF138,0.7235872433239734,5.558068804092873,6.732107169779724,0.018476581649482404,0.046605558439403456
EPC1,0.5163307282645564,6.549116699540957,6.770195428409875,0.01851781722455333,0.04667153445439133
RPS28,0.29181145814660525,10.591754522499773,6.766737195868229,0.018537231673317105,0.0466824507965146
ISY1,0.5766084219374429,5.6356677987722685,6.755052934028731,0.018569409762299392,0.04672546602789969
CCNI,0.3232707975307133,8.638496881336879,6.746030230795805,0.01869225208558518,0.04688210713523998
C19orf66,0.5994291160865588,6.0016199271297905,6.705093570047732,0.019003309969924,0.04758514915607992
PHF3,0.5555705401414526,5.669059963033513,6.699282038735067,0.019025263624294637,0.04760160947226508
NDUFA6,0.40144293527059566,7.416390279477392,6.695661526034543,0.019080191001839195,0.047700477504597986
NAE1,0.4727169450100716,6.2340403962886235,6.659508120278435,0.019283089518457995,0.04809118618825745
MAP2K1,0.48594869641769184,6.3257206931629755,6.665779023651493,0.01933422070472547,0.04817988170783038
NRBP1,0.5701279205299867,6.213226312310083,6.6638295535521355,0.01935209691975217,0.04818563150976104
PPDPF,0.26077458870724274,9.208192699629782,6.649860197762577,0.019424730699333884,0.04829648504023643
GGNBP2,0.4325103852155507,6.511384449303064,6.566018164178428,0.020085563781533908,0.049771673261687306
